id,title,uri,Grading,Internal Comment,Number,Address,City,Postcode,Country,Email Address,About,Display Centre,Store Address,Publish Date,Sells Cladding,Sells Decking,Lat,Lng,Telephone Number,Telephone Number 2,Key Distributor,Premier Distributor,Approved Installer,Type of Installer/Distributor,Website
356,McMahons Builders Providers Cork,/location/mcmahons-builders-providers-cork,Platinum,,Water Street,Cork City,Cork,T27 WK25,United Kingdom,hazelbuckley@jmcmahon.com,"McMahons Builders Providers has been providing quality building supplies and DIY materials to the trade and public for 190 years.Our commitment to quality and expertise ensures that when customers visit one of our stores, they can always be assured they are getting top quality products, great value and expert advice and assistance from our friendly and knowledgeable teams. It is this ethos that has enabled McMahons Builders Providers to become one of the most respected builder’s merchants in the country.",Display Center,"Water Street
Cork City
Cork
T27 WK25
United Kingdom","Fri, 02/09/2024 - 09:08",Off,On,51.9023686,-8.4502729,00353 21 450 1341,,1,1,,"KEY Distributor, Premier Distributor",https://www.mcmahons.ie
357,McMahons Builders Providers Limerick,/location/mcmahons-builders-providers-limerick,Platinum,,"Corcanree,",Dock Road,Limerick,V94P2H9,United Kingdom,clong@jmcmahon.com,"McMahons Builders Providers has been providing quality building supplies and DIY materials to the trade and public for 190 years.Our commitment to quality and expertise ensures that when customers visit one of our stores, they can always be assured they are getting top quality products, great value and expert advice and assistance from our friendly and knowledgeable teams. It is this ethos that has enabled McMahons Builders Providers to become one of the most respected builder’s merchants in the country.",Off,"Corcanree, 
Dock Road
Limerick
V94P2H9
United Kingdom","Fri, 02/09/2024 - 09:08",Off,On,52.6538818,-8.6581693,00353 61 315 388,,1,1,,"KEY Distributor, Premier Distributor",https://www.mcmahons.ie
373,Tamar Trading Bideford,/location/tamar-trading-bideford,Gold,,Tamar Trading,"Northgate, Barnstaple Street",Bideford,EX39 4AQ,United Kingdom,bideford@tamartrading.com,,Off,"Tamar Trading
Northgate, Barnstaple Street
Bideford
EX39 4AQ
United Kingdom","Fri, 02/09/2024 - 09:08",Off,On,51.0208244,-4.1975092,01237 875175,,1,1,,"KEY Distributor, Premier Distributor",http://tamartrading.com/store-locator/bideford/
374,Estate Sawmills,/location/estate-sawmills,Gold,,Thorncliffe Works,Midland Road,Bradford,BD8 7DQ,United Kingdom,info@estatesawmills.com,"Built on a wealth of knowledge, having established in 1984, Estate Sawmills successfully serves the West Yorkshire area with quality and competitively priced fencing and decking materials. We are the one-stop shop for your outdoor timber project.",Off,"Thorncliffe Works
Midland Road
Bradford
BD8 7DQ
United Kingdom","Fri, 02/09/2024 - 09:08",Off,On,53.8063189,-1.7590918,01274 487882,07855 364735,,1,,Premier Distributor,https://www.estatesawmills.com
375,MGM Timber Ltd (Scotland) Edinburgh City,/location/mgm-timber-ltd-(scotland)-edinburgh-city,Gold,,Unit 20,Hawkhill Avenue,Edinburgh,EH7 6BU,United Kingdom,Catherine.Millar@mgmtimber.com,"MGM Timber (Scotland) Ltd was established in 1991 and has grown to become Scotland's local independent timber merchant of choice for both trade and retail customers.
With decades of experience in timber and building products, highly knowledgeable staff and 14 branches across Scotland, it’s easy to see why MGM is Scotland’s top independent timber merchant. Our experience and geographical spread enables us to provide unrivalled service to all of our customers, large or small. We offer only the highest quality products and excellent value for money, with a personal, local service which is second to none.",Off,"Unit 20
Hawkhill Avenue
Edinburgh
EH7 6BU
United Kingdom",,Off,On,55.96337338,-3.164605379,0131 652 9292,,1,1,,"KEY Distributor, Premier Distributor",https://www.mgmtimber.co.uk
377,MKM Woodrow Timber,/location/mkm-woodrow-timber,Gold,,20,York Street,Ayr,KA8 8AN,United Kingdom,Jim.MacDonald@woodrowtimber.co.uk,,Off,"20
York Street
Ayr
KA8 8AN
United Kingdom","Fri, 02/09/2024 - 09:08",Off,On,55.46906,-4.6343339,01292 610 331,,1,1,,"KEY Distributor, Premier Distributor",https://www.woodrowtimber.co.uk/
384,Award Leisure,/location/award-leisure,Ungraded,,Pennell's Garden Centre,Newark Road,Lincoln,LN6 9NT,United Kingdom,sales@awardleisure.co.uk,,Display Center,"Pennell's Garden Centre
Newark Road
Lincoln
LN6 9NT
United Kingdom","Thu, 02/22/2024 - 18:07",Off,On,53.1783982,-0.6222717,0808 169 6555,,,,,,
390,JW Grant & Son Paisley,/location/jw-grant-son-paisley,Platinum,,66,Love Street,Paisley,PA3 2EH,United Kingdom,paisley@jwgrant.co.uk,"John W Grant & Son Ltd is one of Scotlands largest independent builders’ merchant, with 4 branches across Central Scotland. We are the best place to go for Building and Trade supplies with branches in Paisley, Glasgow, Coatbridge and Kilmarnock.
We aim to be a ‘one stop shop’ for building, timber and landscaping supplies, and stock a wide range of products from the industry’s leading manufacturers - all at competitive prices.
We also specialise in the Self Build market and can offer our support and knowledge from the very start of your project to the final stage. We hold high levels of stock on-site to ensure both our customers in the building trade and the general public can get what they need, when they need it. We also offer a fast, reliable local delivery service to help your projects run smoothly.",Display Center,"66
Love Street
Paisley
PA3 2EH
United Kingdom","Fri, 02/09/2024 - 09:08",On,On,55.8518628,-4.4258089,01418 874 252,,1,1,,"KEY Distributor, Premier Distributor",https://www.jwgrant.co.uk/
394,GPH Builders Merchants Inverurie,/location/gph-builders-merchants-inverurie,Silver,,Highclere Business Park,Highclere Way,Inverurie,AB51 5QW,United Kingdom,inverurie@gph-online.com,,Off,"Highclere Business Park
Highclere Way
Inverurie
AB51 5QW
United Kingdom",,On,On,57.28377,-2.402674,01467 621 926,,,,,,http://gph.uk.com
401,Beers Timber & Building Supplies Wythenshawe,/location/beers-timber-building-supplies-wythenshawe,Gold,,Beers Timber & Building Supplies,"Southmoor Road, Wythenshawe",Manchester,M23 9DS,United Kingdom,kbuckley@beersltd.co.uk,,Off,"Beers Timber & Building Supplies
Southmoor Road, Wythenshawe
Manchester
M23 9DS
United Kingdom",,Off,On,53.3945784,-2.2921577,0161 883 1320,,1,1,,"KEY Distributor, Premier Distributor",https://www.beersltd.co.uk
404,PGR Builders & Timber Merchants - Chelmsford,/location/pgr-builders-timber-merchants---chelmsford,Platinum,,"10, Widford Industrial Estate",12 & 14 Hanbury Rd,Chelmsford,CM1 3AE,United Kingdom,chelmsford@pgrtimber.co.uk,"Since establishment in 1982, PGR Builders & Timber Merchants has enjoyed sizable growth and expansion, allowing them to operate from multiple sites across Essex and Surrey.",Off,"10, Widford Industrial Estate
12 & 14 Hanbury Rd
Chelmsford
CM1 3AE
United Kingdom",,Off,On,51.72568862,0.446085896,1245850666,,,1,,Premier Distributor,
405,PGR Builders & Timber Merchants - Maldon,/location/pgr-builders-timber-merchants---maldon,Platinum,,"Unit 6, Wycke Hill Business Park",Wycke Hill,Maldon,CM9 6UZ,United Kingdom,maldon@pgrtimber.co.uk,"Since establishment in 1982, PGR Builders & Timber Merchants has enjoyed sizable growth and expansion, allowing them to operate from multiple sites across Essex and Surrey.",Off,"Unit 6, Wycke Hill Business Park
Wycke Hill
Maldon
CM9 6UZ
United Kingdom","Fri, 02/09/2024 - 09:08",On,On,51.72170286,0.663017224,1621280200,,1,1,,Premier Distributor,
425,Buildbase Campbeltown,/location/buildbase-campbeltown,Ungraded,,Buildbase Campbeltown,Tarbert Road,Snipefield Ind Estate,PA28 6SY,United Kingdom,campbeltown@buildbase.co.uk,,Off,"Buildbase Campbeltown
Tarbert Road
Snipefield Ind Estate
PA28 6SY
United Kingdom",,Off,On,55.4335724,-5.6153686,01586 551 670,,,,,KEY Distributor,https://www.buildbase.co.uk/
427,Jewson Lytham St Annes,/location/jewson-lytham-st-annes,Gold,,Jewson Lytham St Annes,Kilnhouse Lane,Lytham St. Annes,FY8 3DT,United Kingdom,branch0647@jewson.co.uk,,Display Center,"Jewson Lytham St Annes
Kilnhouse Lane
Lytham St. Annes
FY8 3DT
United Kingdom",,On,On,53.7663663,-3.0129345,01253 726 831,,1,1,,"KEY Distributor, Premier Distributor",https://www.jewson.co.uk/
428,Jewson Exeter,/location/jewson-exeter,Gold,,Kestrel Way,Sowton Industrial Estate,Sowton,EX2 7LA,United Kingdom,branch0688@jewson.co.uk,"Find Jewson Exeter on Kestrel Way for all your building needs. Landscapers can benefit from our wider choice of landscaping supplies, located in a dedicated area with additional product displays",Off,"Kestrel Way
Sowton Industrial Estate
Sowton
EX2 7LA
United Kingdom",,Off,On,50.7207851,-3.4673423,01392 252251,,1,1,,"KEY Distributor, Premier Distributor",https://www.jewson.co.uk/branch-finder/exeter-kestrel-way-branch
434,Arbour Landscape Solutions Ltd,/location/arbour-landscape-solutions-ltd,Ungraded,,8,Markham Close,Borehamwood,WD6 4PQ,United Kingdom,richard@arbourlandscapesolutions.co.uk,"Headed up by The Landscape Industry Specialist Richard Bickler, Arbour Landscape Solutions Ltd is the UK's most frequently recommended one-stop-shop for the Trade of the Landscape Industry.
Richard & his team offer a rich and comprehensive array of hard and soft landscaping materials, equipment, plant-hire & tools at very competitive prices for Nationwide Delivery. And if you can't find what you want, our bespoke sourcing service is proving extremely popular and highly regarded by landscapers, garden designers and architects.
Enquiries are welcomed at any time of the day or night, technical advice is completely free and no challenge is too great.",Off,"8
Markham Close
Borehamwood
WD6 4PQ 
United Kingdom","Fri, 02/09/2024 - 09:08",Off,On,51.659326,-0.282548,0208 953 6177,07702 011145,,,,,https://www.arbourlandscapesolutions.co.uk
435,Huws Gray Rocklands,/location/huws-gray-rocklands,Platinum,,,Attleborough Road,Attleborough,NR17 1UF,United Kingdom,attleborosales@ridgeons.net,,Off,"Attleborough Road
Attleborough
NR17 1UF
United Kingdom",,On,On,52.5381501,0.9389646,01953 482000,,,1,,"KEY Distributor, Premier Distributor",
439,Haldane Fisher Portadown,/location/haldane-fisher-portadown,Silver,,Castle Street,Castle Street,Craigavon,BT62 1BD,United Kingdom,,,Off,"Castle Street
Castle Street
Craigavon
BT62 1BD
United Kingdom","Fri, 02/23/2024 - 09:08",Off,On,54.4251944,-6.4420523,2838441978,,1,,,KEY Distributor,
439,"Haldane Fisher Portadown, Mahon Road","/location/haldane-fisher-portadown,-mahon-road",Silver,,164 Mahon Road,Portadown,Co. Armagh,BT62 3RX,United Kingdom,chris.wickham@haldane-fisher.com,,Off,"164 Mahon Road
Portadown
Co. Armagh
BT62 3RX
United Kingdom","Fri, 02/09/2024 - 09:08",Off,On,54.3880987,-6.4477499,028 3889 7400,,1,,,KEY Distributor,https://www.haldane-fisher.com/
440,"Haldane Fisher Portadown, Castle Street","/location/haldane-fisher-portadown,-castle-street",Silver,,,Castle Street,Portadown,BT62 1BD,United Kingdom,sales.portadown@haldane-fisher.com,,Off,"Castle Street
Portadown
BT62 1BD
United Kingdom",,Off,On,54.4245986,-6.441826,028 3833 7321,,1,,,KEY Distributor,https://www.haldane-fisher.com/
444,Haldane Fisher Enniskillen,/location/haldane-fisher-enniskillen,Silver,,7 Down Street,,Enniskillen,BT74 7DL,United Kingdom,sean.doherty@haldane-fisher.com,,Off,"7 Down Street
Enniskillen
BT74 7DL
United Kingdom","Fri, 02/09/2024 - 09:08",Off,On,41.2116689,-73.2037086,028 6632 2155,,1,,,KEY Distributor,https://www.haldane-fisher.com/
446,Gibson Paving,/location/gibson-paving,Platinum,,61,Townhill Road,Portglenone,BT44 8AG,United Kingdom,sharon@gibsonpaving.co.uk,"Gibson Paving are a family run business, established in 1985, with a wealth of experience in helping customers visions come to life. We pride ourselves in being the complete one stop shop to your outdoor living space. From complete outdoor home revamps, to simple doorsteps, we will have the soluDon for your space. Gibson Paving have a large paving centre in Portglenone, with so much to choose from! We’d love to welcome you soon.",Display Center,"61
Townhill Road
Portglenone
BT44 8AG
United Kingdom",,On,On,54.884067,-6.4740571,02825 821976,,1,1,,"KEY Distributor, Premier Distributor",https://www.gibsonpaving.co.uk/
465,Composite Decking Supply UK,/location/composite-decking-supply-uk,Platinum,,Kings Yard,The Street,Kingston,CT4 6JQ,United Kingdom,ben@compositedeckingsupplyuk.com,"Composite Decking Supply UK is a nationwide Millboard decking supplier and most of our employees have been working with Millboard for numerous years with extensive installation and technical knowledge. All enquiries will be handled by a specialist Millboard advisorwho can help you select the best choice of boards from the extensive collection, as well as all the necessary fixtures and fittings you will need.",Display Center,"Kings Yard
The Street
Kingston
CT4 6JQ
United Kingdom","Fri, 02/09/2024 - 09:08",On,On,51.2177579,1.143599,01303 656016,,1,1,,"KEY Distributor, Premier Distributor",https://www.deckingspecialist.co.uk
469,Jewson Kingsbridge,/location/jewson-kingsbridge,Gold,,Jewson,Embankment Road,"Kingsbridge, Devon",TQ7 1JY,United Kingdom,branch0790@jewson.co.uk,"We are a leading supplier of building materials and sustainable timber and every year we assist thousands of customers with their building supplies. With over 500 branches from the Scottish Isles to Penzance, you’re never far away from great service, expert advice and the highest quality timber, building materials and services from Jewson. Whether you are an experienced builder or undertaking your first self-build, we have a specialist account for you and a tailored service to meet your requirements.",Off,"Jewson
Embankment Road
Kingsbridge, Devon
TQ7 1JY
United Kingdom",,Off,On,50.2773339,-3.771676,01548 857424,,1,1,,"KEY Distributor, Premier Distributor",https://www.jewson.co.uk
471,Kellaway Building Supplies Marlborough,/location/kellaway-building-supplies-marlborough,Platinum,,The New Yard,Blenheim Road,Marlborough,SN8 4AP,United Kingdom,marlborough@kellaway.co.uk,,Off,"The New Yard
Blenheim Road
Marlborough
SN8 4AP
United Kingdom",,Off,On,51.4154228,-1.7190357,01672 515533,,1,1,,Premier Distributor,https://www.kellaway.co.uk/branch/marlborough/
474,Cut Price Timber,/location/cut-price-timber,Platinum,,Unit 5,Kingslaw Business Park,Tranent,EH33 1DY,United Kingdom,info@cutpricetimber.co.uk,"Cut Price Timber is an independent timber merchants based in Tranent, East Lothian. We started trading in 2013 from a small unit near North Berwick and after two years we needed to move to keep up with demand. 
We moved in late 2015 to a larger premises in Tranent where we are currently based. Since then the business has gone from strength to strength while meeting many new and existing customers along the way. We are always increasing our product range and carry a large amount of products in stock. If you don't think we stock what you are looking for please ask us first, as we can usually source what you need.
We believe that our prices for materials and our service differentiates us from most other timber merchants. Our aim is to provide high quality products whilst keeping our prices affordable. In most cases our prices are the lowest in the area we supply. We strive to keep a high level of customer service. Read some of our reviews on our review page to see what past and present customers have to say about our products and service: www.cutpricetimber.co.uk",Off,"Unit 5 
Kingslaw Business Park
Tranent
EH33 1DY
United Kingdom","Fri, 02/09/2024 - 09:08",On,On,55.9441047,-2.9367855,01875 898008,,1,1,,"KEY Distributor, Premier Distributor",https://www.cutpricetimber.co.uk
476,Elliott Brothers Christchurch,/location/elliott-brothers-christchurch,Platinum,,18,Airfield Way,Christchurch,BH23 3PZ,United Kingdom,christchurch@elliotts.uk,,Display Center,"18 
Airfield Way
Christchurch
BH23 3PZ
United Kingdom",,Off,On,50.7385188,-1.7446305,01202 023670,,,1,,Premier Distributor,https://elliotts.uk/
483,Exterior Solutions Ltd,/location/exterior-solutions-ltd,Ungraded,,Dropshot Farm,College Road North,Aston Clinton,HP22 5EZ,United Kingdom,sales@exterior.supplies,"Exterior Solutions Ltd have been distributing Millboard decking for over 9 years. We are a small family run business and we pride ourselves on our customer care and service. We are happy to assist with all projects, domestic or commercial, large or small.",Display Center,"Dropshot Farm
College Road North
Aston Clinton
HP22 5EZ
United Kingdom",,Off,On,51.816452,-0.7361751,01494 711800,,,,,,https://exterior.supplies
485,Alfiam Building Supplies Ltd,/location/alfiam-building-supplies-ltd,Gold,,Unit A,"Burnt Common Distribution Centre, London Road",Send,GU23 7LN,United Kingdom,sales@alfiambuildingsupplies.co.uk,"At Alfiam we believe that the customer should always come first. First for service, first for quality products and first for great value.
Our convenient location at Send, near Guildford is just a few minutes off Junction 10, M25 The new yard, warehouse, shop and showroom have all been carefully designed to minimise delays and our ample free parking means you can take your time to select the right products. All our decking, timber, insulation and perishable goods are stored under cover.
Our transport and delivery service have been developed to provide the best possible flexibility, with all vehicles having the highest practical green credentials.",Display Center,"Unit A
Burnt Common Distribution Centre, London Road
Send
GU23 7LN
United Kingdom","Fri, 02/09/2024 - 09:08",On,On,51.2774637,-0.5189027,01483 921040,,1,1,,"KEY Distributor, Premier Distributor",https://alfiambuildingsupplies.co.uk/
486,J & A Phillips Ltd,/location/j-a-phillips-ltd,Gold,,"The Family Builders' Merchant, Unit 3",Uskway Industrial Estate,Newport,NP20 2DS,United Kingdom,sales@jandaphillips.co.uk,We are a family run independent Builders' Merchant established in 1983. We pride ourselves on being able to provide an excellent service to our trade and DIY customers from our experienced members of staff.,Off,"The Family Builders' Merchant, Unit 3
Uskway Industrial Estate
Newport
NP20 2DS
United Kingdom","Fri, 02/09/2024 - 09:08",On,On,51.5699489,-2.9932557,01633 244073,,1,1,,"KEY Distributor, Premier Distributor",https://www.jandaphillipsbuildersmerchant.co.uk
